ID, name, author, year
393, Graduate Programs in Engineering &amp; Computer Science, House Wintergreennorchard; Wintergreen Orchard House Staff; Wintergreen Orchard House, 1996
394, The Art of Programming: Computer Science with C++, Steven C. Lawlor, 1997
395, Mathematical Foundations of Computer Science 1977, Jozef Gruska, 1977
396, Mathematical Foundations of Computer Science 2009, Rastislav Královič; Damian Niwiński, 2009
397, Igcse Computer Science Programming Book, Richard Morgan, 2015
398, Topology and Category Theory in Computer Science, G.M. Reed; G.M. Reed, 1991
399, Innovations and Advances in Computer Sciences and Engineering, Tarek Sobh, 2010
400, Dictionary of Computer Science+ Engineering and Technology, Philip A. LaPlante, 2000
401, Cambridge Igcse Computer Science Workbook, David Watson; Helen Williams,
402, An Introduction to Computer Science Using Java, Samuel N. Kamin; Edward M. Reingold; M. Dennis Mickunas, 1997
403, Understanding computer science, Roger S Walker, 1981
404, An Introduction To Computer Science With Modula 2, J. Mack Adams; Phillipe J. Gabrini; Philippe J. Gabrini,
405, Android Malware, Xuxian Jiang; Yajin Zhou, 2013
406, Milestones in Computer Science and Information Technology, Edwin D. Reilly, 2003
407, Computer Science or Chemistry?, Ava Loengard, 2011
408, Computer Science: Notable Research and Discoveries, Kyle Kirkland, 2010
409, Law+ Computer Science+ and Artificial Intelligence, Ajit Narayanan, 1991
410, Introduction to Computer Science with Applications in PASCAL, Stephen Garland, 1986
411, 250 Multiple Choice Computer Science Questions In Java, Maria Litvin; Gary Litvin,
412, Foundations of Software Technology and Theoretical Computer Science, Dan Appleman; Juris Hartmanis; Gerhard Goos, 1998
413, Computer Science in the Real World, Lisa Idzikowski,
414, Introduction to Compiler Design, Torben Ægidius Mogensen, 2011
415, C: An advanced introduction, Narain Gehani, 1985
416, Cracking the AP Computer Science A Exam+ 2017 Edition, The Princeton Review,
417, Fundamentals of Java(tm): Ap* Computer Science Essentials, Kenneth A. Lambert; Martin Osborne, 2010
418, Introduction to Discrete Structures for Computer Science and Engineering, Franco P. Preparata; Raymond T. Yeh, 1973
419, Guide to Teaching Computer Science: An Activity-Based Approach, Orit Hazzan; Tami Lapidot; Noa Ragonis, 2011
420, Operating System: Computer Science Interview Series, Vaskaran Sarcar, 2014
421, Concepts+ Ontologies+ and Knowledge Representation, Grega Jakus; Veljko Milutinovic; Sanida Omerovic, 2013
422, How to Prepare for the AP Computer Science Exam, Roselyn Teukolsky, 2001
423, Hashing in Computer Science: Fifty Years of Slicing and Dicing, Alan G. Konheim, 2010
424, Modern Software Development Using Java: A Text for the Second Course in Computer Science, Paul T. Tymann; G. Michael Schneider, 2003
425, Hacking: Beginner to Expert Guide to Computer Hacking+ Basic Security+ and Penetration Testing, James       Patterson,
426, Алгоритмы: разработка и применение, Jon Kleinberg; Éva Tardos; Дж. Клейнберг, 2005
427, Computer Science: Computer Chess, Tim Vokka,
428, New Perspectives on Computer Concepts 2014+ Comprehensive: Computer Science+ Computer Science, Cram101 Textbook Reviews,
429, The Pattern on the Stone: The Simple Ideas that Make Computers Work, W. Daniel Hillis, 1998
430, Pascalgorithms: A Pascal-Based Introduction to Computer Science, Edwin D. Reilly; Francis D. Federighi, 1989
431, First Course in Computability, V.J. Rayward-Smith, 1987
432, Introduction To Computer Science Using The Turing Programming Language, Richard C. Holt,
433, Computer Science: An Object Oriented Approach Using C++, Behrouz A. Forouzan; Richard F. Gilberg, 2011
434, Click Start Level 7: Computer Science for Schools, Anjana Virmani; Shalini Harisukh, 2016
435, Dictionary of Information Technology and Computer Science+ The Penguin, Tony Gunton, 1992
436, Computer Science: Reflections on the Field+ Reflections from the Field, Committee on the Fundamentals of Compute; Committee on the Fundamentals of Computer Science: Challenges and Opportunities; Committee on the Fundamentals of Compute, 2004
437, Practical Analysis of Algorithms, Dana Vrajitoru; William Angus Knight, 2014
438, Mathematical Logic for Computer Science, Lu Zhongwan, 1989
439, History of Computer Science: Technology+ Application and Organization, Georg E. Schäfer, 2013
440, GATE-2016 : Computer Science/IT Solved Papers, Made Easy Team,
441, Ap Computer Science: Computer Science A/Computer Science B/Advanced Placement Examination, Elayne Schulman; Richard H. Austing, 1988
442, Mathematical Foundations of Computer Science 1988, Michal P. Chytil; Ladislav Janiga; Václav Koubek, 1988
443, Mathematical Foundations of Computer Science: For B.SC (Computer Science)+ B.C.A+ M.C.A and All Computer Science Courses, Pushpalatha Ramesh, 2014
444, Mathematical Foundations of Computer Science 1989, Antoni Kreczmar; Grażyna Mirkowska, 1989
445, Bioinformatics with R, Robert Gentleman, 2008
446, Neural Networks: Tricks of the Trade, GreGoire Montavon; Geneviève Orr; Klaus-Robert Müller, 2012
447, Cracking the AP Computer Science Exam+ 2004-2005 Edition, The Princeton Review; Mehran Habibi; Michael Fritz, 2004
448, Matrix Perturbation Theory (Computer Science and Scientific Computing), G.W. Stewart, 1990
449, Ontology Learning for the Semantic Web (The Kluwer International Series in Engineering and Computer Science+ Volume 665), Alexander Maedche, 2002
450, Computer Security, Dieter Gollmann, 1999
451, A Concise and Practical Introduction to Programming Algorithms in Java, Frank Nielsen, 2009
452, Queueing Networks and Markov Chains: Modeling and Performance Evaluation with Computer Science Applications, Gunter Bolch, 2006
453, A Laboratory Course for Programming in Java, Nell B. Dale, 2000
454, Schaum&#39;s Outline of Principles of Computer Science, Carl Reynolds; Paul Tymann, 2008
455, MMIXware: A RISC Computer for the Third Millennium, Donald Ervin Knuth, 1999
456, Cyberethics+ Morality and Law in Cyberspace: Computer Science+ Computer Science, Cram101 Textbook Reviews,
457, Theoretical Aspects of Computer Science: Advanced Lectures, Gholamreza B. Khosrovshahi; Ali Shokoufandeh; Amin Shokrollahi, 2008
458, Mathematical Structures for Computer Science: Computer Science+ Artificial Intelligence, Cram101 Textbook Reviews,
459, Computer Science Signal Processing Applications in Higher Learning: Computer Science Applications, Carlo Ciulla, 2012
460, Computer Science Tapestry: Exploring Programming and Computer Science with C++, Astrachan, 2000
461, Introduction To Theoretical Computer Science, Xiwen Ma; Hsi-Wen Ma, 1990
462, Baltic Computer Science: Selected Papers, Janis Barzdins; Dines Bjørner, 2008
463, Foundations Of Computer Science   Purdue University Department Of Computer Science, Susanne Hambrusch,
464, The Computer Science Handbook - Everything You Need to Know about Computer Science, Christian Alvarado,
465, Click Start+ Level 7: Computer Science for Schools, Anjna Virmani; Shalini Harisukh,
466, Keep Calm And Learn Computer Science: Computer Science Designer Notebook, Great Gift Books,
467, Computer Science+ Why study it and Best Jobs in computer science, E King,
468, Breaking Down Problems in Computer Science, Barbara M. Linde,
469, Collaboration in Computer Science: Working Together, Jonathan F. Bard,
470, Microsoft Excel Functions and Formulas+ Covers Excel 2010+ 2nd Edition, Bernd Held, 2011
471, Computer Science Education in the 21st Century, Tony Greening, 1999
472, Applications of Continuous Mathematics to Computer Science, Hung T. Nguyêñ; Vladik Kreinovich, 1997
473, Barnes &amp; Noble Thesaurus of Computer Science, Arthur Godman, 1984
474, New Topics in Theoretical Computer Science, Oleg N. Terikhovsky,
475, Sorting and Listing: Combinatorics for Computer Science, S. Gill Williamson, 2012
476, Combinatorial Optimization and Theoretical Computer Science, Vangelis Th Paschos, 2010
477, Introduction to Computing and Computer Science with Pascal, Henry M. Walker, 1998
478, Applied Discrete Structures For Computer Science, Alan Doerr,
479, Mathematical Terms in Computer Science: A Glossary, David Blyth,
480, Principles of Computer Science. Schaum&#39;s Outlines., Carl Reynolds; Paul Tymann, 2008
481, The Art of Getting Computer Science PhD, Emdad Ahmed, 2013
482, Barnes and Noble Thesaurus of Computer Science, Arthur Godman, 1984
483, Mathematical Foundations of Computer Science 1991, Andrzej Tarlecki, 1991
484, dictionary of information technology and computer science, Tony Gunton, 1990
485, Be Prepared for the AP Computer Science Exam, Maria Litvin, 1999
486, Discrete Math Basics for Computer Science, Arun Jagota, 2011
487, 68020 and 68030 Microprocessors, Patrick Jaulent, 1988
488, Mathematical Logic and Theoretical Computer Science, Kueker, 1986
489, Aspects and Prospects of Theoretical Computer Science, J. Dassow; J. Kelemen, 1990
490, The Theory Of Computer Science: A Programming Approach, J.M. Brady,
491, Fundamentals of Multimedia, Ze-Nian Li; Mark S. Drew; Jiangchuan Liu, 2014
492, Anatomy of a Compiler, John A.N. Lee, 1974
493, Computer Science and Computing: A Guide to the Literature, Michael Knee, 2005
494, Introduction to Computer Science Using C++, Knowlton; Todd Knowlton, 1997
495, Pascal: The Software Fundamentals Of Computer Science, Richard A. Meyers, 1992
496, Introduction To Computer Science And Data Processing, Richard N. Schmidt,
497, A Dictionary of Information Technology and Computer Science, Tony Gunton, 1994
498, Second Course in Computer Science with PASCAL, Daniel D. McCracken, 1987
499, Computer Science: Program Design And Technology, Neal E. Reid; Stanley L. Wilson, 1985
500, Computer Science and Educational Software Design, Pierre Tchounikine, 2011
501, How to survive in a computer science land, rene shulle, 2017
502, The Facts on File Dictionary of Computer Science, John Daintith, 2006
503, Algebra+ Combinatorics+ and Logic in Computer Science, János Demetrovics, 1986
504, An Introduction to Computer Science Using Java, John W. Carter, 2003
505, Introducing ethics in Information and Computer Sciences, Open University,
506, Automata Theory in Theoretical Computer Science, Tomas Jensen, 2012
507, Understanding Computer Science for Advanced Level, R. Bradley,
508, Computer Science Theory for the Information Age, John Hopcroft; Ravi Kannan, 2012
509, Checkmate Year 12. Computer Science, Malcolm Campbell, 1987
510, Mathematics and Computer Science in Medical Imaging, Max A. Viergever; Andrew Todd-Pokropek, 1987
511, Advances in Computer Science and Information Technology, Tai-Hoon Kim; Hojjat Adeli, 2010
512, Relational Methods for Computer Science Applications, Ewa Orlowska; Andrzej Szałas, 2001
513, Advanced Computer Science and Information Technology, Tai-Hoon Kim, 2011
514, Pearson Custom Introduction to Computer Science, Pearson Learning Solutions, 2013
515, Computer Networking Symposium: Proceedings+ December 11+ 1984+ National Bureau of Standards+ Gaithersburg+ Maryland: A Symposium, Institute for Computer Sciences and Technology, 1984
516, Proceedings, Institute for Computer Sciences and Technology, 1984
517, symposium on logic in computer science, IEEE Computer Society, 1986
518, The elements of artificial intelligence: An introduction using LISP, Steven L. Tanimoto, 1987
519, Architects of the Information Society: Thirty-Five Years of the Laboratory for Computer Science at MIT, Simson Garfinkel, 1999
520, Problem Solving and Structured Programming in PASCAL, Elliot B. Koffman, 1981
521, Foundations of Computer Science: : From Data Manipulation to Theory of Computation, Richard F. Gilberg; Behrouz A. Forouzan, 2007
522, Data Structures and Algorithms with Python, Kent D. Lee; Steve Hubbard, 2015
523, JAVA: A Beginner to Expert Guide to Learning the Basics of Java Programming, James       Patterson,
524, Computer Science Books (Book Guide): Computer Security Books+ Hacker+ the Art of Computer Programming+ the Cathedral and the Bazaar, Books LLC, 2010
525, A User Friendly Introduction To Discrete Mathematics For Computer Science, W.A. Labuschagne; Willem Labuschagne, 1993
526, On the Shape of Mathematical Arguments, Antonetta J.M. van Gasteren; Edsger W. Dijkstra, 1990
527, Gre Practicing to Take the Computer Science Test, Educational Testing Service, 1997
528, Technical Dictionary of Computer Science: Hardware-Software, Georges A. Nania, 1983
529, KVS: Teachers (PGT) Computer Science Guide, RPH Editorial Board,
530, Introductory Computer Science: Bits of Theory+ Bytes of Practice, A.K. Dewdney, 1996
531, Introduction to Combinatorial Mathematics, Chung L. Liu, 1968
532, A Structured Approach to General Basic, George Ledin, 1978
533, Lab Manual for Schneider/Gersting&#39;s Invitation to Computer Science, G. Michael Schneider; Judith L. Gersting, 2009
534, Explaining Algorithms Using Metaphors, Michal Forišek; Monika Steinovxe1, 2013
535, GATE AND PGECET For Computer Science and Information Technology, Ramaiah K. Dasaradh, 2014
536, Computer Science Education: Perspectives on Teaching and Learning in School, Sue Sentance,
537, Eclipse Starter Guide for AP® Computer Science, Sean D. Liming; John R. Malin, 2013
538, Cmu Computer Science: A 25th Anniversary Commemorative, Richard F. Rashid, 1991
539, Logic Functions and Equations: Binary Models for Computer Science, Christian Posthoff; Bernd Steinbach, 2005
540, OCR Computer Science for GCSE Student Book, George Rouse; Sean O&#39;Byrne,
541, Implementing Simple to Advanced Computer Science Concepts in Java, Diana Kanecki, 2008
542, GATE-2015: Computer Science &amp; IT Previous Solved Papers, Made Easy, 2007
543, 5 Steps to a 5: AP Computer Science A 2018, Dean R. Johnson,
544, Parsing Techniques: A Practical Guide. Monographs in Computer Science., Dick Grune; Ceriel J. Jacobs, 2008
545, Explorations in Computing: An Introduction to Computer Science and Python Programming, John S. Conery, 2011
546, Computer Science: A Second Course Using Modula-2, Allen B. Tucker Jr., 1988
547, Introduction to Computer Science Using Python and Pygame, Paul Vincent Craven,
548, My Revision Notes Aqa A-Level Computer Science, Bob Reeves,
549, Careers for Tech Girls in Computer Science, Heather Moore Niver, 2015
