ID, name, author, year
237, Recent trends in network security and applications : third international conference+ proceedings+ CNSA 2010+ Chennai+ India+ July 23 - 25+ 2010, , c2010
238, Advanced communication and networking : second international conference+ ACN 2010+ Miyazaki+ Japan+ June 23-25+ 2010. Proceedings, , c2010
239, Computational systems-Biology and bioinformatics : first international conference+ CSBio 2010+ Bangkok+ Thailand+ November 3-5+ 2010+ proceedings, , c2010
240, E-business technology and strategy : International Conference+ CETS 2010+ Ottawa+ Canada+ September 29-30+ 2010. Proceedings, , c2010
241, Digital libraries : 6th Italian Research Conference+ IRCDL 2010+ Padua+ Italy+ January 28-29+ 2010+ revised selected papers, , c2010
242, Organizational+ business+ and technological aspects of the knowledge society : Third World Summit on the Knowledge Society+ WSKS 2010+ Corfu+ Greece+ September 22-24+ 2010+..., , c2010
243, Communication and networking : international conference+ FGCN 2010+ held as part of the Future Generation Information Technology Conference+ FGIT 2010+ Jeju Island+ Korea+..., , c2010
244, Communication and networking : international conference+ FGCN 2010+ held as part of the Future Generation Information Technology Conference+ FGIT 2010+ Jeju Island+ Korea+..., , c2010
245, Advances in visual computing : 6th international symposium+ ISVC 2010+ Las Vegas+ NV+ USA+ November 29 - December 1+ 2010+ proceedings. Part II, , 2010
246, Advances in visual computing : 6th international symposium+ ISVC 2010+ Las Vegas+ NV+ USA+ November 29 - December 1+ 2010+ proceedings. Part I, , 2010
247, Technology enhanced learning : quality of teaching and educational Reform : first international conference+ TECH-EDUCATION 2010+ Athens+ Greece+ May 19-21+ 2010 : proceedings, , ©2010
248, Networked digital technologies : Second International Conference+ NDT 2010+ Prague+ Czech Republic+ July 7-9+ 2010. Proceedings. Part I, , ©2010
249, Networked digital technologies : Second International Conference+ NDT 2010+ Prague+ Czech Republic+ July 7-9+ 2010. Proceedings. Part II, , ©2010
250, Privacy in statistical databases : UNESCO chair in data privacy+ international conference+ PSD 2010+ Corfu+ Greece+ September 22-24+ 2010 : proceedings, , 2010
251, Technological convergence and social networks in information management : second International Symposium on Information Management in a Changing World+ IMCW 2010+ Ankara+..., , c2010
252, Agents and artificial intelligence : international conference+ ICAART 2009+ Porto+ Portugal+ January 19-21+ 2009 : revised selected papers, , c2010
253, Information processing and management : International Conference on Recent Trends in Business Administration and Information Processing+ BAIP 2010+ Trivandrum+ Kerala+ India+..., , 2010
254, Knowledge management+ information systems+ e-learning+ and sustainability research : Third World Summit on the Knowledge Society+ WSKS 2010+ Corfu+ Greece+ September 22-24+..., , c2010
255, Combinatorial optimization and applications : 4th international conference+ COCOA 2010+ Kailua-Kona+ HI+ USA+ December 18-20+ 2010 : proceedings. Part II, , 2010
256, Information retrieval technology : 6th Asia Infomation Retrieval Societies Conference+ AIRS 2010+ Taipei+ Taiwan+ December 1-3+ 2010 : proceedings, , 2010
257, Algorithms in bioinformatics : 10th international workshop+ WABI 2010+ Liverpool+ UK+ September 6-8+ 2010 : proceedings, , 2010
258, Stochastic coalgebraic logic, Doberkat+ Ernst-Erich, ©2010
259, Advances in pattern recognition : Second Mexican Conference on Pattern Recognition+ MCPR 2010+ Puebla+ Mexico+ September 27-29+ 2010 : proceedings, , 2010
260, Sequences and their applications - SETA 2010 : 6th international conference+ Paris+ France+ September 13-17+ 2010 : proceedings, , 2010
261, Data warehousing and knowledge discovery : 12th international conference+ DaWaK 2010+ Bilbao+ Spain+ August/September 2010 : proceedings, , 2010
262, Fluid structure interaction II : modelling+ simulation+ optimization, , c2010
263, Algorithms--ESA 2010 : 18th annual European symposium+ Liverpool+ UK+ September 6-8+ 2010 : proceedings, , 2010
264, Automata+ languages and programming : 37th International Colloquium+ ICALP 2010+ Bordeaux+ France+ July 6-10+ 2010+ Proceedings. Part II, , c2010
265, Algorithms-ESA 2010 : 18th Annual European Symposium+ Liverpool+ UK+ September 6-8+ 2010. Proceedings. Part II, , c2010
266, Fundamental approaches to software engineering : 13th International Conference+ FASE 2010+ held as part of the Joint European Conferences on Theory and Practice of Software+..., , c2010
267, Automata+ languages and programming : 37th international colloquium+ ICALP 2010+ Bordeaux+ France+ July 6-10+ 2010 ; proceedings. Part I, , c2010
268, Automata+ languages and programming : 37th international colloquium+ ICALP 2010+ Bordeaux+ France+ July 6-10+ 2010 : proceedings, , 2010
269, Tools and algorithms for the construction and analysis of systems : 16th International Conference+ TACAS 2010+ held as part of the Joint European Conferences on Theory and..., , ©2010
270, Compiler construction : 19th International Conference+ CC 2010+ held as part of the Joint European Conferences on Theory and Practice of Software+ ETAPS 2010+ Paphos+ Cyprus+..., , ©2010
271, Formal methods for quantitative aspects of programming languages : 10th international school on formal methods for the design of computer+ communication and software systems+..., , 2010
272, Fields of logic and computation : essays dedicated to Yuri Gurevich on the occasion of his 70th birthday, , 2010
273, Computer performance engineering : 7th European Performance Engineering Workshop+ EPEW 2010+ Bertinoro+ Italy+ September 23-24+ 2010 : proceedings, , 2010
274, Transactions on computational collective intelligence. II, , c2010
275, Computer vision - ECCV 2010 : 11th European Conference on Computer Vision+ Heraklion+ Crete+ Greece+ September 5-11+ 2010+ proceedings. Part I, , 2010
276, Computer networks : 17th Conference+ CN 2010+ Ustroń+ Poland+ June 15-19+ 2010. Proceedings, , ©2010
277, Distributed computing in sensor systems : 6th IEEE International Conference+ DCOSS 2010+ Santa Barbara+ CA+ USA+ June 21-23+ 2010 ; proceedings, , 2010
278, Advances in soft computing : 9th Mexican International Conference on Artificial Intelligence+ MICAI 2010+ Pachuca+ Mexico+ November 8-13+ 2010 : proceedings+ part II, , c2010
279, Advances in artificial intelligence : 9th Mexican International Conference on Artificial Intelligence+ MICAI 2010+ Pachuca+ Mexico+ November 8-13+ 2010 : proceedings+ part I, , c2010
280, Exact exponential algorithms, Fomin+ Fedor V., 2010
281, Sensor systems and software : First International ICST Conference+ S-CUBE 2009+ Pisa+ Italy+ September 7-9+ 2009+ revised selected papers, , ©2010
282, Algorithms : ESA 2010+ 18th Annual European Symposium+ Liverpool+ UK+ September 6-8+ 2010. Part I, , c2010
283, Computer security--ESORICS 2010 : 15th European Symposium on Research in Computer Security+ Athens+ Greece+ September 20-22+ 2010 : proceedings, , 2010
284, Multiple classifier systems : 9th international workshop+ MCS 2010+ Cairo+ Egypt+ April 7-9+ 2010 ; proceedings, , 2010
285, Multiple classifier systems : 9th international workshop+ MCS 2010+ Cairo+ Egypt+ April 7-9+ 2010 : proceedings, , c2010
286, Image analysis and recognition : 7th international conference+ ICIAR 2010+ Povoa de Varzim+ Portugal+ June 21-23+ 2010 ; proceedings. Part II, , ©2010
287, Algorithms for sensor systems : 6th International Workshop on Algorithms for Sensor Systems+ Wireless Ad Hoc Networks+ and Autonomous Mobile Entities+ ALGOSENSORS 2010+..., , 2010
288, Medical biometrics : second international conference+ ICMB 2010+ Hong Kong+ China+ June 28-30+ 2010 : proceedings, , 2010
289, Digital mammography : 10th international workshop+ IWDM 2010+ Girona+ Catalonia+ Spain+ June 16-18+ 2010 : proceedings, , 2010
290, Machine learning in medical imaging : first international workshop+ MLMI 2010+ held in conjunction with MICCAI 2010+ Beijing+ China+ September 20+ 2010+ proceedings, , 2010
291, Wireless sensor networks : 7th European conference+ EWSN 2010+ Coimbra+ Portugal+ February 17-19+ 2010 : proceedings, , ©2010
292, Wired/wireless internet communications : 8th international conference+ WWIC 2010+ Luleå+ Sweden+ June 1-3+ 2010 : proceedings, , ©2010
293, Finite-state methods and natural language processing : 8th international workshop+ FSMNLP 2009+ Pretoria+ South Africa+ July 21-24+ 2009+ revised selected papers, , ©2010
294, Multiagent system technologies : 8th German Conference+ MATES 2010+ Leipzig+ Germany+ September 27-29+ 2010+ proceedings, , ©2010
295, Digital forensics and cyber crime : first international ICST conference+ ICDF2C 2009+ Albany+ NY+ USA+ September 30-October 2+ 2009 : reevised selected papers, , ©2010
296, Static analysis : 17th international symposium+ SAS 2010+ Perpignan+ France+ September 14-16+ 2010 : proceedings, , 2010
297, Security in Emerging Wireless Communication and Networking Systems : First International ICST Workshop+ SEWCN 2009+ Athens+ Greece+ September 14+ 2009+ revised selected papers, , ©2010
298, Quantum communication and quantum networking : First International Conference+ QuantumComm 2009+ Naples+ Italy+ October 26-30+ 2009+ Revised selected papers, , ©2010
299, Arts and technology : first international conference ArtsIT 2009+ Yi-Lan+ Taiwan+ September 24-25+ 2009 : revised selected papers, , ©2010
300, High performance computing in science and engineering+ Garching/Munich 2009 : transactions of the fourth joint HLRB and KONWIHR Review and Results Workshop+ Dec. 8-9+ 2009+..., , c2010
301, Reconfigurable computing : architectures+ tools and applications : 6th international symposium+ ARC 2010+ Bangkok+ Thailand+ March 17-19+ 2010 : proceedings, , c2010
302, Computer aided verification : 22nd international conference+ CAV 2010+ Edinburgh+ UK+ July 15-19+ 2010 : proceedings, , 2010
303, Network and parallel computing : IFIP international conference+ NPC 2010+ Zhengzhou+ China+ September 13-15+ 2010 : proceedings, , 2010
304, High performance computing and applications : second international conference+ HPCA 2009+ Shanghai+ China+ August 10-12+ 2009 : revised selected papers, , c2010
305, Computing and combinatorics : 16th annual international conference+ COCOON 2010+ Nha Trang+ Vietnam+ July 19-21+ 2010 : proceedings, , 2010
306, Life system modeling and intelligent computing : International Conference on Life System Modeling and Simulation+ LSMS 2010+ and International Conference on Intelligent..., , 2010
307, Life system modeling and intelligent computing : International Conference on Life System Modeling and Simulation+ LSMS 2010+ and International Conference on Intelligent..., , 2010
308, Reconfigurable computing: architectures+ tools and applications : 6th international symposium+ ARC 2010+ Bangkok+ Thailand+ March 17-19+ 2010 ; proceedings, , ©2010
309, Programs+ proofs+ processes : 6th Conference on Computability in Europe+ CiE+ 2010+ Ponta Delgada+ Azores+ Portugal+ June 30-July 4+ 2010 ; proceedings, , ©2010
310, Life system modeling and intelligent computing : International Conference on Life System Modeling and Simulation+ LSMS 2010+ and International Conference on Intelligent..., , 2010
311, Trustworthly [ie: Trustworthy] global computing : 5th international symposium+ TGC 2010+ Munich+ Germany+ February 24-26+ 2010+ Revised Selected Papers, , 2010
312, Advances in computer games : 12th international conference+ ACG 2009+ Pamplona+ Spain+ May 11-13+ 2009 : revised papers, , ©2010
313, Theory and applications of models of computation : 7th annual conference+ TAMC 2010+ Prague+ Czech Republic+ June 7-11+ 2010 : proceedings, , 2010
314, Evolutionary computation+ machine learning and data mining in bioinformatics : 8th European conference+ EvoBIO 2010+ Istanbul+ Turkey+ April 7-9+ 2010 : proceedings, , ©2010
315, Evolutionary computation in combinatorial optimization : 10th European conference+ EvoCOP 2010+ Istanbul+ Turkey+ April 7-9+ 2010 : proceedings, , c2010
316, Advances in grid and pervasive computing : 5th international conference+ GPC 2010+ Hualien+ Taiwan+ May 10-13+ 2010 : proceedings, , c2010
317, Brain informatics : international conference+ BI 2010+ Toronto+ ON+ Canada+ August 28-30+ 2010 : proceedings, , 2010
318, Intelligent information and database systems : second international conference+ ACIIDS+ Hue City+ Vietnam+ March 24-26+ 2010 : proceedings. Part II, , c2010
319, Financial cryptography and data security : 14th International Conference+ FC 2010+ Tenerife+ Canary Islands+ January 25-28+ 2010+ Revised Selected Papers, , c2010
320, Formal aspects in security and trust : 6th international workshop+ FAST 2009+ Eindhoven+ The Netherlands+ November 5-6+ 2009 : revised selected papers, , c2010
